14,Cutthroat Island,1995,"[0.70543885, 0.93980557, 0.3394074, 0.7164057, 0.09591939, 0.93329257, 0.40402013, 0.76371783]"
15,Casino,1995,"[0.0023303886, 0.43590727, 0.67305815, 0.14636233, 0.057459094, 0.8199865, 0.30225116, 0.8725521]"
16,Sense and Sensibility,1995,"[0.7138785, 0.13934575, 0.8064435, 0.8677946, 0.7735963, 0.17371246, 0.012966479, 0.1252517]"
17,Four Rooms,1995,"[0.4186422, 0.8265515, 0.024491679, 0.93505967, 0.44098058, 0.4580637, 0.68456364, 0.7492407]"
18,Ace Ventura: When Nature Calls,1995,"[0.8654389, 0.50117004, 0.05402653, 0.84783864, 0.3328562, 0.98285043, 0.9955813, 0.7705578]"
19,Money Train,1995,"[0.56538486, 0.4923078, 0.4176397, 0.32027036, 0.7879025, 0.5986557, 0.8672257, 0.072808124]"
20,Get Shorty,1995,"[0.03694374, 0.91445017, 0.8568081, 0.26812118, 0.12736204, 0.9815831, 0.027150346, 0.14311238]"
21,Copycat,1995,"[0.7089519, 0.4097842, 0.35617128, 0.7618861, 0.21243712, 0.9854193, 0.07086774, 0.8293292]"
22,Assassins,1995,"[0.7432986, 0.38036996, 0.36120588, 0.60435456, 0.8013791, 0.1576763, 0.34998807, 0.2603483]"
23,Powder,1995,"[0.6103665, 0.6629508, 0.43275553, 0.690616, 0.89587617, 0.8413826, 0.05970384, 0.30916974]"
24,Leaving Las Vegas,1995,"[0.03308179, 0.9939858, 0.31668997, 0.7450071, 0.41361088, 0.7182435, 0.74399793, 0.990318]"
25,Othello,1995,"[0.091193676, 0.8335911, 0.06130652, 0.5704735, 0.58543295, 0.016073901, 0.547726, 0.3512068]"
26,Now and Then,1995,"[0.89897996, 0.6638896, 0.09892285, 0.10852012, 0.810217, 0.29320368, 0.32417756, 0.6668726]"
27,Persuasion,1995,"[0.52763486, 0.3895194, 0.9565947, 0.23816963, 0.7322961, 0.51335704, 0.51328796, 0.7014004]"
28,Dangerous Minds,1995,"[0.10189804, 0.24578634, 0.29029852, 0.5718617, 0.3984087, 0.1305138, 0.96393055, 0.19099483]"
29,Babe,1995,"[0.8387488, 0.7205097, 0.09874666, 0.75883454, 0.40262046, 0.07827911, 0.09539272, 0.08125087]"
30,Dead Man Walking,1995,"[0.070638284, 0.7073, 0.684732, 0.0096244225, 0.776074, 0.48752993, 0.46533287, 0.8564225]"
31,It Takes Two,1995,"[0.48297417, 0.6102363, 0.51137465, 0.73409957, 0.7293998, 0.5539416, 0.5164458, 0.3194423]"
32,Clueless,1995,"[0.8928311, 0.030357553, 0.16074084, 0.13232583, 0.36727285, 0.66284454, 0.6626163, 0.26622117]"
33,"Cry, the Beloved Country",1995,"[0.48570085, 0.74510884, 0.70622283, 0.54385597, 0.100621, 0.1613323, 0.5390088, 0.39319658]"
34,Richard III,1995,"[0.075752474, 0.42218676, 0.9023474, 0.39475724, 0.15286924, 0.9865591, 0.90347207, 0.0038281372]"
35,Dead Presidents,1995,"[0.25437757, 0.31212243, 0.1013714, 0.4761518, 0.62686664, 0.37086868, 0.054565154, 0.44340658]"
36,Restoration,1995,"[0.4704756, 0.87760776, 0.42183045, 0.83155334, 0.37826437, 0.17633016, 0.8594972, 0.36398685]"
37,Mortal Kombat,1995,"[0.9102535, 0.18046416, 0.74986815, 0.050182827, 0.8034021, 0.2489308, 0.94000334, 0.6696405]"
38,To Die For,1995,"[0.6443522, 0.613992, 0.17672442, 0.740614, 0.39838192, 0.7199705, 0.6464033, 0.06540987]"
39,How to Make an American Quilt,1995,"[0.1778099, 0.50933075, 0.038359787, 0.10045278, 0.49521393, 0.3812677, 0.64888424, 0.9314366]"
40,Pocahontas,1995,"[0.10418589, 0.49585325, 0.977767, 0.79993945, 0.1924931, 0.12808321, 0.32840905, 0.7708178]"
41,When Night Is Falling,1995,"[0.5751443, 0.9284201, 0.730215, 0.020787137, 0.36786318, 0.5278183, 0.6050129, 0.7294128]"
42,"Usual Suspects",1995,"[0.6538905, 0.63919085, 0.043071356, 0.8409284, 0.6097941, 0.8031424, 0.26247883, 0.33166987]"
43,Mighty Aphrodite,1995,"[0.62310576, 0.48993698, 0.031446923, 0.75963724, 0.07903432, 0.1497108, 0.031364717, 0.24048315]"
44,Lamerica,1994,"[0.54291743, 0.11065557, 0.12889281, 0.96133876, 0.3993312, 0.8423926, 0.19574405, 0.0057289405]"
45,"Big Green",1995,"[0.44180298, 0.48269495, 0.86843145, 0.30252728, 0.32501045, 0.5141771, 0.7703696, 0.9123719]"
46,Georgia,1995,"[0.11685691, 0.34921458, 0.32035252, 0.32523495, 0.7417123, 0.7354376, 0.21823962, 0.89661896]"
47,Home for the Holidays,1995,"[0.5618916, 0.4515242, 0.16466613, 0.6210138, 0.5658688, 0.9085335, 0.76425576, 0.24868901]"
48,"Indian in the Cupboard",1995,"[0.14787705, 0.46131605, 0.085579835, 0.5165009, 0.9970505, 0.07295416, 0.46436065, 0.6401497]"
49,Eye for an Eye,1996,"[0.52344155, 0.6773767, 0.66950566, 0.13235155, 0.7804291, 0.9057236, 0.62020206, 0.21830285]"
50,Mr. Holland's Opus,1995,"[0.04441676, 0.3469888, 0.116729155, 0.23444968, 0.9124798, 0.1542631, 0.82185084, 0.5103271]"
51,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,"[0.061053507, 0.94164634, 0.27941242, 0.93339205, 0.9070761, 0.07311948, 0.7669222, 0.5714123]"
52,Two if by Sea,1996,"[0.35450977, 0.5199392, 0.6886279, 0.21020527, 0.41208535, 0.92922413, 0.1792208, 0.4419455]"
53,Bio-Dome,1996,"[0.94410014, 0.74716514, 0.5775673, 0.13491678, 0.935793, 0.05418918, 0.4030647, 0.5265962]"
54,Lawnmower Man 2: Beyond Cyberspace,1996,"[0.78237873, 0.73857516, 0.5352292, 0.243186, 0.5901546, 0.14679456, 0.93424577, 0.61474395]"
55,Friday,1995,"[0.45685405, 0.5168793, 0.87612265, 0.6605326, 0.07484996, 0.21152413, 0.60477686, 0.6302857]"
56,From Dusk Till Dawn,1996,"[0.10944312, 0.9068197, 0.55561084, 0.61078495, 0.32991463, 0.39374, 0.1718726, 0.3090555]"
57,Fair Game,1995,"[0.9371124, 0.90663105, 0.6033665, 0.2924579, 0.50533164, 0.15751551, 0.7950258, 0.51026416]"
58,Kicking and Screaming,1995,"[0.28953105, 0.28013024, 0.71595085, 0.3475083, 0.89532936, 0.6018027, 0.6142345, 0.026988244]"
59,"Misérables, Les",1995,"[0.30947107, 0.0420156, 0.83720005, 0.6865669, 0.7142515, 0.21911345, 0.19399925, 0.22953123]"
60,Bed of Roses,1996,"[0.29717755, 0.97757936, 0.47581995, 0.30628872, 0.77961767, 0.90421116, 0.6154092, 0.17814426]"
61,Big Bully,1996,"[0.6439205, 0.496567, 0.55469215, 0.6945724, 0.0539351, 0.82047826, 0.6909333, 0.82678676]"
62,Screamers,1995,"[0.08315865, 0.12533276, 0.6196034, 0.60317665, 0.031688593, 0.46827847, 0.38131678, 0.5219692]"
63,Nico Icon,1995,"[0.24369414, 0.2412019, 0.581652, 0.8665505, 0.35820264, 0.10998009, 0.64442706, 0.215709]"
64,"Crossing Guard",1995,"[0.5875056, 0.36001447, 0.71948475, 0.27761272, 0.74147034, 0.36229792, 0.994927, 0.82777953]"
65,"Juror",1996,"[0.27235997, 0.52802086, 0.06885193, 0.9430963, 0.0072134333, 0.44669074, 0.4798502, 0.31229827]"
66,Things to Do in Denver When You're Dead,1995,"[0.5763549, 0.6277432, 0.4188515, 0.866332, 0.41757274, 0.3229522, 0.095222205, 0.39834177]"
67,Once Upon a Time... When We Were Colored,1995,"[0.07480028, 0.007733746, 0.005420376, 0.23929201, 0.9105206, 0.6557545, 0.54292333, 0.1808462]"
68,Angels and Insects,1995,"[0.5800587, 0.36849383, 0.1457514, 0.5388009, 0.8403114, 0.12518537, 0.7551422, 0.65279746]"
69,White Squall,1996,"[0.44744587, 0.8125578, 0.44842643, 0.44502783, 0.46389756, 0.04550506, 0.24122919, 0.86837095]"
70,Dunston Checks In,1996,"[0.6929781, 0.08957558, 0.42076892, 0.9972769, 0.030528665, 0.249944, 0.1888939, 0.30063513]"
71,Black Sheep,1996,"[0.97696817, 0.6383025, 0.12410402, 0.721134, 0.35136604, 0.8043281, 0.57789737, 0.83924526]"
72,Nick of Time,1995,"[0.5541672, 0.54386145, 0.6431563, 0.99676067, 0.35375437, 0.04478256, 0.9456961, 0.83515203]"
73,Mary Reilly,1996,"[0.22564718, 0.6659227, 0.33638743, 0.47941247, 0.38373214, 0.78148484, 0.79443944, 0.97881573]"
74,Vampire in Brooklyn,1995,"[0.69337916, 0.8517437, 0.8839702, 0.40325433, 0.0048815045, 0.3436762, 0.99576354, 0.23749317]"
75,Beautiful Girls,1996,"[0.37251574, 0.52244055, 0.123471886, 0.55253947, 0.9569171, 0.2842463, 0.7669986, 0.6715133]"
76,Broken Arrow,1996,"[0.7185058, 0.19839422, 0.44685292, 0.52561116, 0.25963148, 0.13187727, 0.74620646, 0.6863993]"
77,In the Bleak Midwinter,1995,"[0.6380367, 0.13953403, 0.947133, 0.93778175, 0.43730345, 0.64358056, 0.13831681, 0.012140908]"
78,Heidi Fleiss: Hollywood Madam,1995,"[0.1589648, 0.82990974, 0.57102776, 0.9056131, 0.948349, 0.09104015, 0.90035695, 0.6447423]"
79,City Hall,1996,"[0.78546363, 0.91883796, 0.9677952, 0.7330734, 0.79016143, 0.57746696, 0.28560597, 0.25411293]"
80,Bottle Rocket,1996,"[0.9049659, 0.41096327, 0.796373, 0.49482644, 0.30172536, 0.44606906, 0.27458772, 0.5888334]"
81,Mr. Wrong,1996,"[0.15206836, 0.12601185, 0.55789965, 0.23970254, 0.5235994, 0.05956965, 0.31080696, 0.61838645]"
82,Unforgettable,1996,"[0.7685734, 0.5965449, 0.011606192, 0.46573675, 0.4308918, 0.5276761, 0.09578876, 0.57549256]"
83,Happy Gilmore,1996,"[0.78547585, 0.7905712, 0.82258904, 0.10847268, 0.9276813, 0.47145405, 0.04880011, 0.66418207]"
84,"Bridges of Madison County",1995,"[0.47737205, 0.8725555, 0.46419767, 0.51896983, 0.16930193, 0.32612738, 0.71686625, 0.82515824]"
85,Muppet Treasure Island,1996,"[0.6157254, 0.027377376, 0.87020296, 0.30781314, 0.51835924, 0.7205305, 0.6238008, 0.6313901]"
86,Catwalk,1996,"[0.9613584, 0.38035083, 0.57415044, 0.15174192, 0.8482314, 0.069499634, 0.5579839, 0.21079165]"
87,Braveheart,1995,"[0.6194878, 0.6634926, 0.207022, 0.96617025, 0.3406427, 0.74165684, 0.1531605, 0.6692816]"
88,Taxi Driver,1976,"[0.90887976, 0.58075553, 0.55731064, 0.18115991, 0.96414596, 0.16614513, 0.845495, 0.025086164]"
89,Before and After,1996,"[0.147142, 0.19531336, 0.012559036, 0.8152551, 0.38778245, 0.82388884, 0.48661748, 0.811746]"
90,Anne Frank Remembered,1995,"[0.37915105, 0.72633153, 0.66819245, 0.78920037, 0.7956312, 0.38658774, 0.399986, 0.09207089]"
91,"Young Poisoner's Handbook",1995,"[0.14106026, 0.3147071, 0.33561462, 0.7596709, 0.8910376, 0.62213314, 0.51597637, 0.63307154]"
92,If Lucy Fell,1996,"[0.14665498, 0.6748991, 0.0040080124, 0.7327855, 0.70319, 0.16381, 0.031214116, 0.040389955]"
93,"Steal Big, Steal Little",1995,"[0.43974918, 0.6172704, 0.8043331, 0.49562183, 0.68403375, 0.81234956, 0.95853347, 0.7554118]"
94,"Boys of St. Vincent",1992,"[0.73135674, 0.036620572, 0.02345129, 0.13692884, 0.947407, 0.32519782, 0.00016132403, 0.27541366]"
95,Boomerang,1992,"[0.8626967, 0.3232037, 0.71555746, 0.5343082, 0.87153786, 0.2621739, 0.7292672, 0.55167735]"
96,Flirting With Disaster,1996,"[0.37634298, 0.352327, 0.290128, 0.5710698, 0.89872706, 0.9438222, 0.5322741, 0.2324528]"
97,"NeverEnding Story III",1994,"[0.21851389, 0.119593196, 0.6336041, 0.37805438, 0.5950371, 0.631036, 0.12613559, 0.7958145]"
98,Jupiter's Wife,1994,"[0.24608965, 0.20785595, 0.912704, 0.6617732, 0.8339815, 0.024095096, 0.99159425, 0.18042526]"
99,Pie in the Sky,1996,"[0.42440245, 0.38963804, 0.52844965, 0.28278953, 0.65426683, 0.3468255, 0.049745914, 0.59781075]"
100,Jade,1995,"[0.8612064, 0.14151092, 0.07698455, 0.08994849, 0.49963954, 0.58801013, 0.7812112, 0.53107744]"
101,Down Periscope,1996,"[0.60175914, 0.398022, 0.22283137, 0.74944675, 0.25553733, 0.040231105, 0.6672868, 0.20582244]"
102,Man of the Year,1995,"[0.5369498, 0.9538893, 0.8668914, 0.8953411, 0.9782926, 0.57563597, 0.83809835, 0.81015813]"
103,Up Close and Personal,1996,"[0.26199657, 0.20648642, 0.06276909, 0.8025778, 0.9697835, 0.3090809, 0.2705606, 0.45376706]"
104,"Birdcage",1996,"[0.6052759, 0.33980107, 0.9209475, 0.33548027, 0.84655434, 0.23183253, 0.94626516, 0.6222284]"
105,"Brothers McMullen",1995,"[0.13956933, 0.7829955, 0.18943214, 0.2440147, 0.646445, 0.8183506, 0.071879864, 0.9709518]"
106,Bad Boys,1995,"[0.3271253, 0.6098308, 0.37646225, 0.20068297, 0.9218084, 0.10123728, 0.5288407, 0.6890574]"
107,"Amazing Panda Adventure",1995,"[0.9904228, 0.95060384, 0.67227024, 0.3334734, 0.9760282, 0.5369735, 0.82697326, 0.46880713]"
108,"Basketball Diaries",1995,"[0.5851488, 0.67824, 0.6146374, 0.22648294, 0.84522516, 0.96568745, 0.13257009, 0.43458354]"
109,"Awfully Big Adventure, An",1995,"[0.22855428, 0.1195013, 0.08072462, 0.5217588, 0.21093893, 0.52997875, 0.5473505, 0.46725997]"
110,Amateur,1994,"[0.08154337, 0.14875877, 0.27490428, 0.9778912, 0.27075383, 0.58323884, 0.7166018, 0.8853328]"
111,Apollo 13,1995,"[0.50449085, 0.29491565, 0.7045324, 0.96836746, 0.38097474, 0.6148816, 0.9128501, 0.7726315]"
112,Rob Roy,1995,"[0.9849749, 0.9751295, 0.15295942, 0.82946295, 0.06173946, 0.58749586, 0.7423174, 0.6944864]"
113,"Addiction",1995,"[0.81276286, 0.9076889, 0.6286444, 0.29637954, 0.29929724, 0.9477488, 0.2348194, 0.59413844]"
114,Batman Forever,1995,"[0.65934163, 0.4094062, 0.93140703, 0.3409818, 0.49837554, 0.7172174, 0.3708008, 0.85399127]"
115,Beyond Rangoon,1995,"[0.5818005, 0.63023406, 0.44903222, 0.20214865, 0.75122476, 0.8141066, 0.87713397, 0.7951955]"
116,Blue in the Face,1995,"[0.4809493, 0.07231497, 0.25026843, 0.4024795, 0.81618196, 0.69727457, 0.41961038, 0.13789387]"
117,Canadian Bacon,1995,"[0.4971749, 0.9364316, 0.4445239, 0.46178243, 0.01853874, 0.13437028, 0.7259547, 0.2236192]"
118,Casper,1995,"[0.3508229, 0.41415206, 0.7147598, 0.27019593, 0.3120149, 0.0056377877, 0.3186335, 0.82450956]"
119,Clockers,1995,"[0.7303044, 0.6591847, 0.7186294, 0.40787977, 0.45007908, 0.74493986, 0.48421657, 0.7574214]"
120,Congo,1995,"[0.65142065, 0.9351835, 0.0406267, 0.8491024, 0.8230265, 0.80467427, 0.18870471, 0.18097305]"
121,Crimson Tide,1995,"[0.21681696, 0.5323751, 0.19395848, 0.085256055, 0.7183298, 0.34171832, 0.9565611, 0.49789968]"
122,Crumb,1994,"[0.2412026, 0.97473866, 0.26783526, 0.5766266, 0.34946346, 0.24908343, 0.45561355, 0.10747246]"
123,Desperado,1995,"[0.5740647, 0.92217827, 0.30126253, 0.6314395, 0.16958864, 0.085458614, 0.6224745, 0.42226762]"
124,Devil in a Blue Dress,1995,"[0.045164034, 0.91498077, 0.62156016, 0.35574627, 0.043529116, 0.50208825, 0.26969358, 0.81335413]"
125,Die Hard: With a Vengeance,1995,"[0.01621084, 0.69489664, 0.4926824, 0.17932086, 0.16903697, 0.3284848, 0.40918553, 0.33239257]"
126,"Doom Generation",1995,"[0.8773877, 0.44982612, 0.058855917, 0.08736097, 0.3138705, 0.11666885, 0.11553483, 0.54795635]"
127,First Knight,1995,"[0.57810354, 0.31766155, 0.79643744, 0.5302247, 0.3701073, 0.576294, 0.20223239, 0.067177825]"
128,Free Willy 2: The Adventure Home,1995,"[0.19071725, 0.03354352, 0.14618471, 0.23442276, 0.3699032, 0.017492821, 0.85731626, 0.7030492]"
129,Hackers,1995,"[0.64292467, 0.80880857, 0.5733763, 0.74599344, 0.8756956, 0.3497603, 0.25702432, 0.05990431]"
130,Jeffrey,1995,"[0.44470862, 0.545131, 0.7766072, 0.41674, 0.65811014, 0.3626539, 0.5481262, 0.764016]"
131,Johnny Mnemonic,1995,"[0.49591887, 0.5766997, 0.29086092, 0.97213465, 0.11771931, 0.607857, 0.06179872, 0.102057494]"
132,Judge Dredd,1995,"[0.97853243, 0.28803256, 0.04155073, 0.6624154, 0.8733762, 0.060926497, 0.616982, 0.3721079]"
133,Jury Duty,1995,"[0.09563, 0.99055153, 0.3669591, 0.056176588, 0.3652439, 0.5411915, 0.81493855, 0.8933283]"
134,Kids,1995,"[0.83942354, 0.04370646, 0.062658474, 0.5377542, 0.3449323, 0.08271773, 0.5601361, 0.16852118]"
135,Living in Oblivion,1995,"[0.2352155, 0.46901208, 0.012887422, 0.5658994, 0.7686348, 0.40898103, 0.40184236, 0.26924124]"
136,Lord of Illusions,1995,"[0.46539485, 0.6540024, 0.32007033, 0.85263973, 0.19948027, 0.90240484, 0.2942571, 0.014573398]"
137,Love & Human Remains,1993,"[0.099793084, 0.18979205, 0.76194936, 0.95412296, 0.48344514, 0.90936816, 0.35154304, 0.7406863]"
138,Mad Love,1995,"[0.055908002, 0.44360468, 0.9874957, 0.20614745, 0.19551583, 0.049307182, 0.5460051, 0.34650233]"
139,Mallrats,1995,"[0.591739, 0.3372155, 0.7622025, 0.42278025, 0.7909821, 0.3424073, 0.49894008, 0.7701725]"
140,Mighty Morphin Power Rangers: The Movie,1995,"[0.58505285, 0.09938718, 0.6427805, 0.8377591, 0.040904768, 0.12642114, 0.5263024, 0.08159415]"
141,Mute Witness,1994,"[0.6966201, 0.8904732, 0.8715065, 0.19948202, 0.21454345, 0.39432058, 0.17594786, 0.70660615]"
142,Nadja,1994,"[0.7522369, 0.4026621, 0.67070854, 0.48278904, 0.7877821, 0.09680506, 0.06449987, 0.31145605]"
143,"Net",1995,"[0.545644, 0.03292257, 0.88793945, 0.41759023, 0.7824991, 0.8761819, 0.27546996, 0.48486498]"
144,Nine Months,1995,"[0.05715354, 0.2246721, 0.057581197, 0.3372063, 0.12942137, 0.5037182, 0.2456521, 0.012663373]"
145,Party Girl,1995,"[0.28936487, 0.5666839, 0.0706458, 0.49110606, 0.8860516, 0.520046, 0.021629004, 0.8053243]"
146,"Prophecy",1995,"[0.15848498, 0.05523611, 0.2774336, 0.9948055, 0.01920866, 0.59366536, 0.97092485, 0.5060192]"
147,Reckless,1995,"[0.9991445, 0.2890041, 0.6601534, 0.99173784, 0.5323505, 0.31889665, 0.7841801, 0.8533683]"
148,Safe,1995,"[0.42755285, 0.8701831, 0.89771205, 0.7924788, 0.08451165, 0.79419184, 0.59055364, 0.18251906]"
149,"Scarlet Letter",1995,"[0.11916928, 0.08660761, 0.7620238, 0.9690732, 0.55832183, 0.9150388, 0.6376002, 0.47346082]"
150,Showgirls,1995,"[0.5154424, 0.038684495, 0.15329938, 0.7174285, 0.38012934, 0.082048416, 0.97320443, 0.50077134]"
151,Smoke,1995,"[0.46162933, 0.8404144, 0.013227493, 0.590084, 0.36223477, 0.39566427, 0.01783822, 0.9227385]"
152,Something to Talk About,1995,"[0.27939102, 0.84960943, 0.66655564, 0.6148148, 0.018726436, 0.52226, 0.13756876, 0.6138383]"
153,Species,1995,"[0.29817367, 0.5966704, 0.57693446, 0.7028961, 0.011272662, 0.2389895, 0.41146302, 0.3833656]"
154,Strange Days,1995,"[0.6811143, 0.22115462, 0.12079978, 0.5982038, 0.70992315, 0.8152401, 0.9595466, 0.12337607]"
155,Three Wishes,1995,"[0.87920487, 0.1690135, 0.49798083, 0.4306488, 0.60446584, 0.096112974, 0.2949601, 0.37546736]"
156,Total Eclipse,1995,"[0.748988, 0.8045705, 0.7678022, 0.7769073, 0.86463124, 0.5493373, 0.72592914, 0.22444828]"
157,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,"[0.6740899, 0.7014924, 0.344213, 0.10405821, 0.03584039, 0.06946943, 0.34812912, 0.8628064]"
158,Under Siege 2: Dark Territory,1995,"[0.9453541, 0.6437631, 0.71041757, 0.79563755, 0.276519, 0.6437102, 0.8629258, 0.04838542]"
159,Unstrung Heroes,1995,"[0.64045745, 0.58844715, 0.34960127, 0.4532458, 0.57424074, 0.9187576, 0.4614923, 0.86495435]"
160,Unzipped,1995,"[0.78036976, 0.5564233, 0.81396717, 0.2903155, 0.7245799, 0.37077656, 0.6373536, 0.74110276]"
161,"Walk in the Clouds, A",1995,"[0.19630125, 0.42757308, 0.8575586, 0.79105955, 0.68270123, 0.13923672, 0.4877275, 0.060949024]"
162,Waterworld,1995,"[0.3682222, 0.4619456, 0.7360301, 0.052446, 0.2163507, 0.15280592, 0.906161, 0.13718407]"
163,White Man's Burden,1995,"[0.9679012, 0.7477873, 0.10020936, 0.96790904, 0.9451587, 0.0153393, 0.34471968, 0.050940707]"
164,Wild Bill,1995,"[0.9501711, 0.5198318, 0.06981468, 0.7695548, 0.91682184, 0.17440318, 0.67661834, 0.6518402]"
165,"Browning Version",1994,"[0.83349437, 0.22908762, 0.41541958, 0.031830333, 0.3946061, 0.8255757, 0.23891115, 0.30264673]"
166,Bushwhacked,1995,"[0.12692459, 0.9081604, 0.037330214, 0.9719942, 0.41738617, 0.121226326, 0.13296922, 0.67093563]"
167,Before Sunrise,1995,"[0.70003545, 0.7649689, 0.47495753, 0.39319873, 0.5106998, 0.54095876, 0.32730806, 0.7429062]"
168,Billy Madison,1995,"[0.13423504, 0.09865857, 0.042968422, 0.1406664, 0.2959972, 0.6897738, 0.40081397, 0.17827313]"
169,"Babysitter",1995,"[0.47670755, 0.10645819, 0.34848604, 0.115013875, 0.6893091, 0.52799255, 0.994927, 0.8801456]"
170,Boys on the Side,1995,"[0.10494124, 0.9108611, 0.64338696, 0.7895097, 0.17710161, 0.98045576, 0.12296619, 0.5492792]"
171,"Cure",1995,"[0.8383758, 0.6367928, 0.16956332, 0.32817551, 0.5189853, 0.7831624, 0.20061886, 0.84253055]"
172,Castle Freak,1995,"[0.15898341, 0.6214827, 0.23374414, 0.061367042, 0.07801567, 0.8025002, 0.0036889277, 0.74048793]"
173,Circle of Friends,1995,"[0.80617744, 0.0016396348, 0.36529046, 0.57431346, 0.7300916, 0.71826404, 0.844665, 0.8278482]"
174,Clerks,1994,"[0.47205138, 0.87961954, 0.22825544, 0.61632067, 0.90770864, 0.54774266, 0.14410011, 0.30273676]"
175,Don Juan DeMarco,1995,"[0.8473473, 0.978832, 0.009262218, 0.08815052, 0.29699892, 0.9225506, 0.14090914, 0.10740054]"
176,Disclosure,1994,"[0.8058979, 0.058857407, 0.048940185, 0.69972366, 0.17142022, 0.8780974, 0.7738565, 0.16421075]"
177,Drop Zone,1994,"[0.43837118, 0.8734604, 0.06701239, 0.003626606, 0.24602628, 0.86977684, 0.6145167, 0.5126301]"
178,Destiny Turns on the Radio,1995,"[0.89595604, 0.22289154, 0.8704896, 0.5083244, 0.5301425, 0.7649707, 0.058101315, 0.7980178]"
179,Death and the Maiden,1994,"[0.778188, 0.79282755, 0.38971356, 0.9655423, 0.02458402, 0.15627658, 0.1826734, 0.18759935]"
180,Dolores Claiborne,1995,"[0.50975716, 0.4243803, 0.4466053, 0.7222641, 0.7217559, 0.8163508, 0.69417435, 0.16889964]"
181,Exotica,1994,"[0.67513436, 0.8841817, 0.55770016, 0.72473615, 0.21011676, 0.09969833, 0.6500392, 0.11376265]"
182,Exit to Eden,1994,"[0.6817173, 0.5464176, 0.67123866, 0.0683994, 0.11580318, 0.75444585, 0.32506257, 0.35733902]"
183,Ed Wood,1994,"[0.6405004, 0.62871784, 0.97087157, 0.62087667, 0.72612834, 0.15806748, 0.12937158, 0.8263399]"
184,French Kiss,1995,"[0.0670467, 0.45187998, 0.028343536, 0.051947806, 0.3718278, 0.8927676, 0.7073743, 0.80685645]"
185,Forget Paris,1995,"[0.39662254, 0.4811427, 0.14514957, 0.60665536, 0.753899, 0.43915775, 0.9217809, 0.7218267]"
186,Far From Home: The Adventures of Yellow Dog,1995,"[0.8422179, 0.42219627, 0.16209693, 0.55838853, 0.91616666, 0.06133693, 0.5876211, 0.99479544]"
187,"Goofy Movie, A",1995,"[0.4609563, 0.51455116, 0.48801813, 0.21833028, 0.69777733, 0.43864816, 0.49623308, 0.038543798]"
188,Hideaway,1995,"[0.7222656, 0.6722976, 0.3684402, 0.5418022, 0.3276551, 0.12035466, 0.45062718, 0.724088]"
189,Fluke,1995,"[0.70647246, 0.6822062, 0.28769276, 0.55178505, 0.83117896, 0.9207777, 0.07446348, 0.46095246]"
190,Farinelli: il castrato,1994,"[0.56980103, 0.6537707, 0.9950383, 0.6400747, 0.81794244, 0.42116073, 0.9624527, 0.86716807]"
191,Gordy,1995,"[0.23967153, 0.4531426, 0.8871605, 0.12750708, 0.2932578, 0.5147118, 0.37648037, 0.51534826]"
192,Hoop Dreams,1994,"[0.31298265, 0.45891026, 0.7429115, 0.07525947, 0.51390237, 0.40310615, 0.8169638, 0.8534187]"
193,Heavenly Creatures,1994,"[0.3686047, 0.92836624, 0.36366776, 0.559691, 0.74718624, 0.9308881, 0.23850875, 0.39978704]"
